Bankside Mix, Bankside;Bath Street, St. Luke's;Bayley Street , Bloomsbury;Bethnal Green Road, Shoreditch;Borough High Street, The Borough;British Museum, Bloomsbury;Cartwright Gardens , Bloomsbury;Chapel Place, Marylebone;Cotton Garden Estate, Kennington;Crosswall, Tower;Doric Way , Somers Town;Drummond Street , Euston;Drury Lane, Covent Garden;Euston Road, Euston;Eversholt Street , Camden Town;Finsbury Circus, Liverpool Street;Finsbury Library , Finsbury;Godliman Street, St. Paul's;Golden Lane, Barbican;Gower Place , Euston;Great Russell Street, Bloomsbury;Guilford Street , Bloomsbury;Hampstead Road, Euston;Hatton Garden, Holborn;Hatton Wall, Holborn;Holborn Circus, Holborn;Holy Trinity Brompton, Knightsbridge;Hop Exchange, The Borough;Little Argyll Street, West End;Lollard Street, Vauxhall;Longford Street, The Regent's Park;Malet Street, Bloomsbury;Milroy Walk, South Bank;Murray Grove , Hoxton;New Kent Road, The Borough;Queen Street 1, Bank;Russell Square Station, Bloomsbury;Scala Street, Fitzrovia;St. John Street, Finsbury;Stamford Street, South Bank;Tachbrook Street, Victoria;Tanner Street, Bermondsey;Taviton Street, Bloomsbury;Theobald's Road , Holborn;Union Street, The Borough;Vauxhall Cross, Vauxhall;Warwick Row, Westminster;Wenlock Road , Hoxton;West Cromwell Road, Earl's Court;Worship Street, Shoreditch
0.0;16.91084962222638;19.08604876815582;19.29076969962308;5.031367182446832;16.34838236721679;21.09256498776796;24.8914329798754;12.57163830957226;12.520999519128903;24.647022714566404;25.08026968698109;13.251222370928886;23.87216154176523;28.69917330947168;11.366361088721986;17.0375305931747;5.41991625531607;13.20666639353172;23.606943368787167;16.940533779619702;17.399923000872366;24.933951283643577;11.24162606403517;13.567164108355632;10.703728743472261;35.33730146441937;4.345017061244311;21.92277333044168;12.835955560755655;27.288472462494944;19.917469318066516;3.2588475500965357;20.952740824638784;9.909714311473136;5.903747116387345;18.656925103558464;21.355651880710848;18.382602629287156;5.7552782473256725;22.199849995343985;11.649391460676535;22.03290120259935;14.56211094627722;1.921459024153069;20.222065069893237;22.454571952511564;20.613574552472883;50.37323804992476;16.488005919559505
16.91084962222638;0.0;21.571076785915825;8.302828350749555;20.472947681947325;17.90215559510683;17.68973506864903;29.638397094399114;29.478512051863696;13.476565755177296;20.977497024854618;22.786190313633604;18.179074443795415;21.93048553887217;23.832889118995478;7.436413707291479;6.803925792352899;11.625479224517875;3.81910099682568;22.32859543310976;19.768374280941842;14.921115043470802;23.85548689121722;10.369302504652724;9.762062658972729;11.031951558229967;45.71687155078496;17.213281118137438;27.081476810295165;29.33698805163247;26.80117398527357;20.217572649105357;16.963025413843578;4.078826216440871;25.474621624364758;11.65086190151143;16.87044734891645;23.260510706361902;7.265250450132224;19.485996341834735;36.32912531324063;21.338477458402174;20.306062383834327;13.69712227406433;18.37522132326835;36.510694413100836;34.61407178635283;4.402975122785986;60.041143217151365;6.610934753467184
19.08604876815582;21.571076785915825;0.0;29.13724662108593;23.807500889775948;3.7346002786234664;6.991594994790708;8.076794735600252;25.980768105181863;28.233104654109866;8.291264457584077;7.351756765887954;5.835678125349389;6.301396529939253;11.907600519805273;22.875767216190432;15.444607125863488;17.292364127706776;19.091983865305217;5.599746827784721;2.2260054552235955;7.101300570860627;6.429679345522834;12.098006631494998;11.867291745380372;11.791188922158549;25.459694453542483;23.216906767353255;5.762118427353087;22.516727455924862;8.296700102924884;2.6326601495731987;15.913438630579995;23.49368032130888;27.754267572916252;20.500961564359997;5.587987131601027;2.276205504596752;15.868956596678183;14.730132614726097;21.657616182852642;30.58348190157313;5.249045999676344;7.905027135046673;20.757645422844742;26.70959347764001;17.542125838988525;21.670108647536342;38.95434156954967;26.522371669855566
19.29076969962308;8.302828350749555;29.13724662108593;0.0;21.07227835117499;25.405183374657692;25.8808281767172;37.096109995418985;31.000256114496143;9.825310647604638;29.24658594693981;31.001924048136765;24.954246926494328;30.103816064378286;32.13398663824392;8.022910183977283;15.078865054530075;15.243394703140927;10.046539431318608;30.45117935581007;27.160084764689696;22.881691331210092;31.99278989992074;17.2006784806783;17.318784271038773;17.68070538403307;52.07244318754505;17.61540483804391;34.373789868916646;32.08138567206317;34.937953234087686;28.07585102681252;20.675435199302623;9.5692177911349;25.34526445878982;13.402041785660188;24.85414502278874;31.002163400848666;15.561575696603722;23.629109674694924;40.95604562676184;18.711602953650775;28.41951709730721;21.255723237241508;20.09403688609102;39.48438945198667;40.13093082816376;11.323935524035985;66.75712174505092;2.9219912963623123
5.031367182446832;20.472947681947325;23.807500889775948;21.07227835117499;0.0;21.25795257202155;26.116501891501933;29.045803354751904;9.998978539292972;12.434078336550863;29.652499929930258;30.02714695461742;18.007247987663444;28.81762186278015;33.71144546964599;13.829420138433283;21.623922416760863;9.818747401429613;17.03486966332008;28.51915909582497;21.717826080662096;22.43084952614383;29.809565559776864;16.169912999394768;18.4658618889076;15.67155721281657;37.5883300007814;3.4705979822364768;26.12751887808968;12.069819124435819;32.07401323769387;24.805404664661467;7.930184856703455;24.548879616896482;5.1281312511048345;8.822085785283257;23.668675104784505;26.056430532422127;22.96684949435116;9.464707493677617;23.1507579445432;8.020912435733814;26.995310587516464;19.59343989125908;3.1419689906479737;19.25002651753941;24.495299846157245;24.516533573195947;52.572042745955116;18.55824523323432
16.34838236721679;17.90215559510683;3.7346002786234664;25.405183374657692;21.25795257202155;0.0;5.925125844236548;11.745296950233307;24.711021398739913;24.700684473850437;8.764549366269744;8.792562174992328;3.7001456180432717;7.584269769862734;12.812130491136722;19.198216402303395;11.97790612008175;13.922141939527844;15.35915542172375;7.262325835801048;1.9379198772786683;4.122655130243203;8.596369524246922;8.385673804719541;8.162265098189865;8.118181437035677;28.529631034940724;20.280880362141204;9.21019288772484;21.759761611652007;11.101281764783273;3.580345047878347;13.339655351256653;19.99847989483568;25.562156266086372;17.10248558981456;3.5214442899851237;5.759973797283591;12.541790393087307;12.761121691201318;22.884425366814032;27.584649487224986;5.830367745168798;4.205837468286562;18.136261136115166;26.833810257915793;19.384572723778355;18.246142887618728;42.3699810540078;22.78811061624743
21.09256498776796;17.68973506864903;6.991594994790708;25.8808281767172;26.116501891501933;5.925125844236548;0.0;13.933046971342776;30.458906396218556;27.346661670806185;3.73884890885461;5.1312414839005545;9.56487534361271;4.244086930692832;7.652425578166602;21.16086796526451;10.918377277113944;17.56716152707984;16.293173015969863;4.725483686945435;7.047159158662955;3.7939351596072735;6.203084166964947;10.900520244371178;9.351843025688074;11.060470399578328;32.08839598899837;24.613273933102324;12.350329434076803;27.653134612511167;9.13503595765393;4.398510055369127;18.384674656520247;18.58638035440043;30.729386263984082;20.4993835740565;2.555763951869353;7.268779612369871;10.821581668426273;18.311937228541304;28.40374327307534;31.65433076023341;2.814840266632398;6.603681213187;22.977262647429615;32.731250787557606;24.488807627308876;16.575993773439983;44.979641598291956;23.651232309027115
24.8914329798754;29.638397094399114;8.076794735600252;37.096109995418985;29.045803354751904;11.745296950233307;13.933046971342776;0.0;28.610354189836993;35.418008928918105;13.283600015496926;11.228494037125227;12.58793110818033;10.940558889746825;15.24880698390746;30.50592517617617;23.491873185886302;24.30937957655343;27.05533392738903;10.050685747105486;9.937544622862974;15.070696419058416;9.432948215597545;19.929601870667558;19.90752598661122;19.526216207550913;18.376520862484494;29.22130713455788;2.983067441402821;24.361233840390952;8.470572692844097;9.894527386273218;21.636936149133014;31.538494760061866;32.13497220855736;27.493114734528405;13.346345476588487;6.7446729844175595;23.852098606830637;19.58184063428594;19.29019334714085;36.52956527060679;11.286637730065184;15.949403980570116;26.268509620727336;26.394731975211705;14.168394345904138;29.683238701094307;31.095522790497476;34.42097701763753
12.57163830957226;29.478512051863696;25.980768105181863;31.000256114496143;9.998978539292972;24.711021398739913;30.458906396218556;28.610354189836993;0.0;22.374423778439017;33.46132461043718;33.161004212383986;21.01477954971958;32.002084068430456;37.469811385072134;23.47948037476428;29.11472686088059;17.94825762092625;25.77559261992598;31.451861461074024;24.36775579660291;27.279719896849876;32.40965958942446;22.726984212443956;25.041681023147206;22.033921699681493;31.941881328568947;13.403860644653452;26.10724659887663;4.665509534919722;34.00304024494559;27.811377001915154;13.339992285170862;33.524312702258996;7.378884555804862;18.12653823881525;27.905777774707992;27.93864585785223;30.436266720019614;12.27625571111226;16.179391042089357;16.095544197777837;30.437046617808953;24.7018359043498;11.180665978049252;9.94637885760341;19.36388108651761;33.15036490113836;46.3920729725993;28.400068450886387
12.520999519128903;13.476565755177296;28.233104654109866;9.825310647604638;12.434078336550863;24.700684473850437;27.346661670806185;35.418008928918105;22.374423778439017;0.0;31.064232960765697;32.28639963818961;22.85454996260174;31.18160347653417;34.679255060726675;6.546617641702381;18.356823894519625;11.112009826213926;11.993431506091222;31.248576133158224;26.023534622442135;23.684567455488597;32.77315156166097;16.626276969534253;18.002723341250828;16.691624712199037;47.70665287037546;9.286200834734355;32.46526478339216;24.33150861157701;35.56775647603942;28.05601940698383;15.079517721111136;16.864100152844994;16.002698654235502;7.966024923078699;25.52584427812157;30.421317235576538;19.4209421567777;18.038571528679018;34.642329649120974;8.889599917895364;29.30667888821069;21.21283670629736;12.522951947837079;31.630976859872668;34.93745554242666;17.824844340938913;62.71742670223593;8.246311013363833
